id,firstDate,lastDate,catHosp,status,ward_id,wardType,newID
016-0193-D-C,2020-06-12,2020-06-12,physician,PE,16,Adult emergency,Adult emergency #1
016-0194-S-B,2020-06-12,2020-06-12,patient,PA,16,Adult emergency,Adult emergency #1
016-0195-C-F,2020-06-12,2020-06-12,patient,PA,16,Adult emergency,Adult emergency #1
016-0196-C-T,2020-06-12,2020-06-12,other,PE,16,Adult emergency,Adult emergency #1
016-0197-B-J,2020-06-12,2020-06-12,other,PE,16,Adult emergency,Adult emergency #1
016-0198-S-J,2020-06-12,2020-06-12,patient,PA,16,Adult emergency,Adult emergency #1
016-0199-P-V,2020-06-12,2020-06-12,nurse,PE,16,Adult emergency,Adult emergency #1
016-0200-N-R,2020-06-11,2020-06-11,investigation,PE,16,Adult emergency,Adult emergency #1
019-0001-E-P,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0002-C-D,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0003-F-J,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0004-G-A,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0005-N-G,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0006-M-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0007-M-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0008-D-F,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0009-P-C,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0010-D-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0011-A-P,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0012-H-J,2020-06-16,2020-06-16,logistic,PE,19,Surgical ICU,Surgical ICU
019-0013-B-S,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0014-B-G,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0015-B-S,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0016-S-E,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0017-M-J,2020-06-16,2020-06-16,logistic,PE,19,Surgical ICU,Surgical ICU
019-0018-E-D,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0019-R-T,2020-06-16,2020-06-16,student nurse,PE,19,Surgical ICU,Surgical ICU
019-0020-R-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0021-N-H,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0022-M-F,2020-06-16,2020-06-16,logistic,PE,19,Surgical ICU,Surgical ICU
019-0023-C-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0024-K-N,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0025-M-L,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0026-S-C,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0027-G-E,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0028-C-C,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0029-B-C,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0030-B-A,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0031-B-A,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0032-C-H,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0033-A-F,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0034-K-C,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0035-L-B,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0036-R-M,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0037-S-A,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0038-P-S,2020-06-16,2020-06-16,administration,PE,19,Surgical ICU,Surgical ICU
019-0039-B-M,2020-06-16,2020-06-16,ext physician,PE,19,Surgical ICU,Surgical ICU
019-0040-D-B,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0041-F-V,2020-06-16,2020-06-16,ext physician,PE,19,Surgical ICU,Surgical ICU
019-0042-J-A,2020-06-16,2020-06-16,ext physician,PE,19,Surgical ICU,Surgical ICU
019-0043-B-L,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0044-F-H,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0045-D-J,2020-06-16,2020-06-16,ext physician,PE,19,Surgical ICU,Surgical ICU
019-0046-H-B,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0047-J-C,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0048-D-A,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0049-T-J,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0050-J-F,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0051-T-G,2020-06-16,2020-06-16,reeducation staff,PE,19,Surgical ICU,Surgical ICU
019-0052-P-S,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0053-K-V,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0054-Z-A,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0055-P-F,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0056-S-M,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0057-K-J,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0058-P-V,2020-06-16,2020-06-16,reeducation staff,PE,19,Surgical ICU,Surgical ICU
019-0059-D-J,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0060-A-A,2020-06-16,2020-06-16,administration,PE,19,Surgical ICU,Surgical ICU
019-0061-L-T,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0062-O-P,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0063-L-V,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0064-G-A,2020-06-16,2020-06-16,administration,PE,19,Surgical ICU,Surgical ICU
019-0065-B-J,2020-06-16,2020-06-16,patient,PA,19,Surgical ICU,Surgical ICU
019-0066-P-J,2020-06-16,2020-06-16,other,PE,19,Surgical ICU,Surgical ICU
019-0067-D-I,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0068-P-J,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0069-&-&,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0070-R-R,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0071-M-F,2020-06-16,2020-06-16,physician,PE,19,Surgical ICU,Surgical ICU
019-0072-H-D,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0073-O-S,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0074-J-V,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0075-D-C,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0076-L-M,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0077-D-M,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0078-D-C,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0079-N-J,2020-06-16,2020-06-16,investigation,PE,19,Surgical ICU,Surgical ICU
019-0080-O-A,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0081-O-C,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0082-R-M,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0083-R-G,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0084-O-C,2020-06-16,2020-06-16,visitor,V,19,Surgical ICU,Surgical ICU
019-0085-G-M,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0086-G-M,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0087-D-G,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0088-B-C,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0089-R-O,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0090-F-M,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0091-D-M,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0092-H-N,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0093-C-J,2020-06-17,2020-06-17,nurse,PE,19,Surgical ICU,Surgical ICU
019-0094-F-P,2020-06-17,2020-06-17,nurse,PE,19,Surgical ICU,Surgical ICU
019-0095-Y-H,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0096-C-A,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0097-M-M,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0098-B-E,2020-06-16,2020-06-16,nurse,PE,19,Surgical ICU,Surgical ICU
019-0099-B-V,2020-06-17,2020-06-17,nurse,PE,19,Surgical ICU,Surgical ICU
019-0100-M-K,2020-06-17,2020-06-17,nurse,PE,19,Surgical ICU,Surgical ICU
019-0101-B-B,2020-06-17,2020-06-17,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0102-R-N,2020-06-17,2020-06-17,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0103-S-C,2020-06-17,2020-06-17,nurse,PE,19,Surgical ICU,Surgical ICU
019-0104-S-A,2020-06-17,2020-06-17,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0105-Z-C,2020-06-17,2020-06-17,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0106-T-L,2020-06-17,2020-06-17,aux nurse,PE,19,Surgical ICU,Surgical ICU
019-0107-Z-V,2020-06-17,2020-06-17,physician,PE,19,Surgical ICU,Surgical ICU
019-0108-F-M,2020-06-17,2020-06-17,physician,PE,19,Surgical ICU,Surgical ICU
019-0109-D-B,2020-06-17,2020-06-17,physician,PE,19,Surgical ICU,Surgical ICU
019-0110-C-F,2020-06-17,2020-06-17,physician,PE,19,Surgical ICU,Surgical ICU
019-0111-Z-D,2020-06-17,2020-06-17,reeducation staff,PE,19,Surgical ICU,Surgical ICU
019-0112-B-S,2020-06-17,2020-06-17,logistic,PE,19,Surgical ICU,Surgical ICU
002-0160-K-I,2020-05-26,2020-05-26,other,PE,2,Neonatal ICU,Neonatal ICU
002-0161-L-D,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
019-0113-L-S,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
019-0114-L-C,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
002-0162-&-&,2020-05-26,2020-05-26,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
019-0115-M-M,2020-06-17,2020-06-17,student nurse,PE,19,Surgical ICU,Surgical ICU
019-0116-&-&,2020-06-16,2020-06-16,aux nurse,PE,19,Surgical ICU,Surgical ICU
002-0163-&-&,2020-05-26,2020-05-26,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
019-0117-&-&,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
019-0118-&-&,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
019-0119-&-&,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
019-0120-B-M,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
019-0121-A-A,2020-06-17,2020-06-17,investigation,PE,19,Surgical ICU,Surgical ICU
019-0122-K-J,2020-06-17,2020-06-17,visitor,V,19,Surgical ICU,Surgical ICU
020-0001-A-J,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0002-F-A,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0003-J-X,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0004-F-J,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0005-S-C,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0006-B-C,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0007-J-E,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0008-R-I,2020-06-18,2020-06-18,student nurse,PE,20,Adult emergency,Adult emergency #2
020-0009-D-D,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0010-H-N,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0011-C-A,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0012-G-M,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0013-M-M,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0014-&-&,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0015-B-S,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0016-C-J,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0017-G-R,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0018-B-S,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0019-V-S,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0020-A-S,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0021-F-S,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0022-A-K,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0023-D-M,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0024-C-T,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0025-L-J,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0026-S-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0027-P-Y,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0028-D-F,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0029-D-S,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0030-N-J,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0031-C-L,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0032-R-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0033-M-C,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0034-B-E,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0035-K-J,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0036-G-G,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0037-S-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0038-S-S,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0039-F-P,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0041-P-L,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0042-A-C,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0043-R-C,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0044-P-C,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0045-N-J,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0046-G-C,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0047-M-M,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0048-R-A,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0049-C-C,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0050-B-T,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0051-B-Y,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0052-S-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0053-B-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0054-B-H,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0055-B-J,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0056-R-C,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0057-M-V,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0058-F-Y,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0059-P-A,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0060-A-A,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0061-S-O,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0062-D-A,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0063-B-J,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0064-S-L,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0065-V-N,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0066-A-O,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0067-P-V,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0068-R-S,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0069-G-Y,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0070-M-A,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0071-S-P,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0072-O-C,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0073-S-B,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0074-S-L,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0075-V-S,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0076-L-I,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0077-H-I,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0078-M-M,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0079-A-A,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0080-B-J,2020-06-18,2020-06-18,visitor,V,20,Adult emergency,Adult emergency #2
020-0081-N-Q,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0082-A-N,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0083-S-V,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0084-D-S,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0085-L-D,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0086-V-S,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0087-D-R,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0088-S-G,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0089-V-A,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0090-E-D,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0091-L-G,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0092-&-&,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0093-K-N,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0094-C-A,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0095-C-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0096-C-K,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0097-&-&,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0098-M-M,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0099-B-F,2020-06-18,2020-06-18,other,PE,20,Adult emergency,Adult emergency #2
020-0100-P-M,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0101-M-E,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0102-Z-K,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0103-B-F,2020-06-18,2020-06-18,visitor,V,20,Adult emergency,Adult emergency #2
020-0104-M-G,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0105-H-P,2020-06-18,2020-06-18,physician,PE,20,Adult emergency,Adult emergency #2
020-0106-&-&,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0107-M-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0108-V-A,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0109-L-J,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0110-C-F,2020-06-18,2020-06-18,nurse,PE,20,Adult emergency,Adult emergency #2
020-0111-V-C,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0112-C-T,2020-06-18,2020-06-18,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0113-C-D,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0114-O-L,2020-06-18,2020-06-18,investigation,PE,20,Adult emergency,Adult emergency #2
020-0115-M-C,2020-06-18,2020-06-18,administration,PE,20,Adult emergency,Adult emergency #2
020-0116-D-G,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0117-K-Y,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0118-&-&,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0119-M-L,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0120-G-B,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0121-H-T,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0122-B-K,2020-06-18,2020-06-18,visitor,V,20,Adult emergency,Adult emergency #2
020-0123-B-M,2020-06-18,2020-06-18,ext physician,PE,20,Adult emergency,Adult emergency #2
020-0124-B-I,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0125-D-S,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0126-C-S,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0127-A-M,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0128-G-V,2020-06-18,2020-06-18,logistic,PE,20,Adult emergency,Adult emergency #2
020-0129-L-M,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0130-M-M,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0131-F-V,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0132-I-N,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0133-G-P,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0134-L-F,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0135-B-Y,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0136-&-&,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0137-R-E,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0138-T-J,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0140-F-L,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0141-V-V,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0142-B-C,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0143-D-M,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0144-R-J,2020-06-19,2020-06-19,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0145-M-A,2020-06-19,2020-06-19,aux nurse,PE,20,Adult emergency,Adult emergency #2
020-0146-B-J,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0147-B-D,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0148-F-J,2020-06-19,2020-06-19,physician,PE,20,Adult emergency,Adult emergency #2
020-0149-M-F,2020-06-19,2020-06-19,logistic,PE,20,Adult emergency,Adult emergency #2
020-0150-G-I,2020-06-19,2020-06-19,logistic,PE,20,Adult emergency,Adult emergency #2
020-0151-L-A,2020-06-19,2020-06-19,logistic,PE,20,Adult emergency,Adult emergency #2
020-0152-G-T,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0154-G-A,2020-06-19,2020-06-19,physician,PE,20,Adult emergency,Adult emergency #2
020-0155-M-P,2020-06-19,2020-06-19,physician,PE,20,Adult emergency,Adult emergency #2
020-0157-C-M,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0158-A-M,2020-06-19,2020-06-19,nurse,PE,20,Adult emergency,Adult emergency #2
020-0159-C-C,2020-06-19,2020-06-19,patient,PA,20,Adult emergency,Adult emergency #2
020-0160-R-S,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0161-B-Z,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
020-0162-P-A,2020-06-18,2020-06-18,patient,PA,20,Adult emergency,Adult emergency #2
